ts,protocol,source,device,message,word_count,action_category,actual_latency_ms,cascaded_latency_ms,improvement_pct,asr_ms,llm_ms,tts_ms,direct_system,cascaded_system
1777892242.044,adaptive,guide,iphone,Path ahead is clear.,4,clear,539.27,2739.27,80.31,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892243.174,adaptive,det,iphone,Stop. Obstacle ahead.,3,stop,29.09,2229.09,98.69,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892245.762,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,21.96,2221.96,99.01,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892248.886,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,21.48,2221.48,99.03,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892262.462,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,25.63,2225.63,98.85,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892265.512,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,42.01,2242.01,98.13,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892279.045,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,33.2,2233.2,98.51,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892282.09,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,20.96,2220.96,99.06,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892285.96,adaptive,det,iphone,"Woman ahead, 2.3 meters.",4,info,22.52,2222.52,98.99,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892295.596,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,15.41,2215.41,99.3,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892296.293,adaptive,det,iphone,"Woman ahead, 4.9 meters.",4,info,115.19,2315.19,95.02,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892298.677,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,42.18,2242.18,98.12,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892304.651,adaptive,det,iphone,"Table left, 3.9 meters.",4,info,1917.51,4117.51,53.43,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892307.128,adaptive,det,iphone,"Table ahead, 3.2 meters.",4,info,19.82,2219.82,99.11,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892309.815,adaptive,det,iphone,"Table ahead, 2.6 meters.",4,info,839.74,3039.74,72.37,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892310.78,adaptive,det,iphone,"Houseplant left, 2.2 meters.",4,info,13.14,2213.14,99.41,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892312.194,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,21.38,2221.38,99.04,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892313.742,adaptive,guide,iphone,"Obstacle on your right, move left.",6,directional,32.9,2232.9,98.53,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892315.312,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,45.79,2245.79,97.96,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892317.621,adaptive,det,iphone,"Person left, 4.7 meters.",4,info,29.26,2229.26,98.69,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892320.673,adaptive,det,iphone,"Houseplant left, 4.3 meters.",4,info,1895.29,4095.29,53.72,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892327.932,adaptive,det,iphone,"Chair left, 3.1 meters.",4,info,16.79,2216.79,99.24,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892328.959,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,49.74,2249.74,97.79,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892332.08,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,31.98,2231.98,98.57,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892341.729,adaptive,guide,iphone,"Obstacle on your right, move left.",6,directional,19.71,2219.71,99.11,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892344.417,adaptive,det,iphone,"Houseplant left, 2.1 meters.",4,info,1910.54,4110.54,53.52,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892345.663,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,20.25,2220.25,99.09,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892927.234,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,20.12,2220.12,99.09,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892934.134,adaptive,det,iphone,"Obstacle on your left, move right.",6,directional,10.3,2210.3,99.53,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892939.271,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,18.3,2218.3,99.18,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892940.646,adaptive,guide,iphone,"Obstacle on your left, move right.",6,directional,361.82,2561.82,85.88,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892942.715,adaptive,guide,iphone,"Obstacle on your right, move left.",6,directional,38.5,2238.5,98.28,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892944.111,adaptive,det,iphone,Stop. Obstacle ahead.,3,stop,66.46,2266.46,97.07,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892951.281,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,25.18,2225.18,98.87,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892962.05,adaptive,det,iphone,"Obstacle ahead, move right.",4,directional,26.94,2226.94,98.79,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892963.282,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,26.62,2226.62,98.8,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892967.572,adaptive,det,iphone,"Person left, 2.1 meters.",4,info,19.56,2219.56,99.12,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892975.33,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,52.59,2252.59,97.67,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892987.328,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,48.86,2248.86,97.83,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892995.375,adaptive,det,iphone,"Person left, 2.5 meters.",4,info,20.63,2220.63,99.07,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777892999.342,adaptive,guide,iphone,Stop. Obstacle ahead.,3,stop,12.8,2212.8,99.42,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777893001.893,adaptive,det,iphone,"Obstacle ahead, move right.",4,directional,12.64,2212.64,99.43,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777893003.498,adaptive,det,iphone,Stop. Obstacle ahead.,3,stop,112.16,2312.16,95.15,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777893006.467,adaptive,det,iphone,Stop. Obstacle ahead.,3,stop,23.92,2223.92,98.92,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
1777893010.064,adaptive,det,iphone,"Person left, 2.0 meters.",4,info,13.02,2213.02,99.41,600.0,900.0,700.0,Direct Vision-to-Speech Protocol,Cascaded ASR-LLM-TTS
